SAMPLE	#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE	GENE_CLEAN
SRR21621038	/home/user/ww_amr_batch/contigs/SRR21621038.contigs.fa	k141_43244	380	2305	+	tet(Q)_1	1-1926/1926	===============	0/0	100.00	99.58	resfinder	L33696	tet(Q)	Doxycycline;Minocycline;Tetracycline	tet(Q)
SRR21621038	/home/user/ww_amr_batch/contigs/SRR21621038.contigs.fa	k141_437239	1	950	-	tet(39)_2	1-950/1188	============...	0/0	79.97	99.79	resfinder	CP044518	tet(39)	Doxycycline;Tetracycline;Tigecycline	tet(39)
SRR21621038	/home/user/ww_amr_batch/contigs/SRR21621038.contigs.fa	k141_52202	253	1083	-	blaOXA-4_1	1-831/831	===============	0/0	100.00	100.00	resfinder	AY162283	blaOXA-4		blaOXA-4
SRR21621038	/home/user/ww_amr_batch/contigs/SRR21621038.contigs.fa	k141_84484	1	747	+	aph(3'')-Ib_2	58-804/804	.==============	0/0	92.91	100.00	resfinder	AF024602	aph(3'')-Ib	Streptomycin	aph(3'')-Ib
SRR21621038	/home/user/ww_amr_batch/contigs/SRR21621038.contigs.fa	k141_84484	747	1583	+	aph(6)-Id_1	1-837/837	===============	0/0	100.00	100.00	resfinder	M28829	aph(6)-Id	Streptomycin	aph(6)-Id
SRR21621039	/home/user/ww_amr_batch/contigs/SRR21621039.contigs.fa	k141_114158	502	1332	+	blaOXA-4_1	1-831/831	===============	0/0	100.00	100.00	resfinder	AY162283	blaOXA-4		blaOXA-4
SRR21621039	/home/user/ww_amr_batch/contigs/SRR21621039.contigs.fa	k141_114158	1858	2724	+	sul1_5	1-867/867	===============	0/0	100.00	99.89	resfinder	EU780013	sul1	Sulfamethoxazole	sul1
SRR21621039	/home/user/ww_amr_batch/contigs/SRR21621039.contigs.fa	k141_130954	1	561	+	aadA5_1	229-789/789	....===========	0/0	71.10	100.00	resfinder	AF137361	aadA5	Spectinomycin;Streptomycin	aadA5
SRR21621039	/home/user/ww_amr_batch/contigs/SRR21621039.contigs.fa	k141_171088	4	575	-	blaOXA-5_1	1-572/804	===========....	0/0	71.14	88.99	resfinder	AF347074	blaOXA-5		blaOXA-5
SRR21621039	/home/user/ww_amr_batch/contigs/SRR21621039.contigs.fa	k141_212543	153	953	-	blaOXA-205_1	1-801/801	===============	0/0	100.00	99.13	resfinder	JF800667	blaOXA-205	Amoxicillin;Ampicillin;Piperacillin	blaOXA-205
SRR21621039	/home/user/ww_amr_batch/contigs/SRR21621039.contigs.fa	k141_212793	292	1042	-	tet(39)_1	372-1122/1122	....===========	0/0	66.93	100.00	resfinder	KT346360	tet(39)	Doxycycline;Tetracycline;Tigecycline	tet(39)
SRR21621039	/home/user/ww_amr_batch/contigs/SRR21621039.contigs.fa	k141_405383	125	571	-	erm(B)_1	292-738/738	.....==========	0/0	60.57	100.00	resfinder	JN899585	erm(B)	Clindamycin;Erythromycin;Lincomycin;Pristinamycin_IA;Quinupristin;Virginiamycin_S	erm(B)
SRR21621039	/home/user/ww_amr_batch/contigs/SRR21621039.contigs.fa	k141_469592	1	798	+	cfxA_1	58-855/966	==============.	0/0	82.61	99.75	resfinder	U38243	cfxA	Ampicillin;Cefoxitin	cfxA
SRR21621039	/home/user/ww_amr_batch/contigs/SRR21621039.contigs.fa	k141_488307	1	706	+	blaOXA-10_1	96-801/801	.==============	0/0	88.14	99.15	resfinder	J03427	blaOXA-10	Amoxicillin;Ampicillin;Aztreonam;Piperacillin;Piperacillin+Tazobactam	blaOXA-10
SRR21621039	/home/user/ww_amr_batch/contigs/SRR21621039.contigs.fa	k141_496928	1	675	+	aadA1_3	112-786/792	..=============	0/0	85.23	99.85	resfinder	JQ414041	aadA1	Spectinomycin;Streptomycin	aadA1
SRR21621039	/home/user/ww_amr_batch/contigs/SRR21621039.contigs.fa	k141_51379	247	987	-	blaIMP-33_1	1-741/741	===============	0/0	100.00	100.00	resfinder	JN848782	blaIMP-33	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Cefixime;Cefotaxime;Cefoxitin;Ceftazidime;Ertapenem;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam	blaIMP-33
SRR21621039	/home/user/ww_amr_batch/contigs/SRR21621039.contigs.fa	k141_549114	40	565	-	erm(F)_3	276-801/801	.....==========	0/0	65.67	99.81	resfinder	M17808	erm(F)	Clindamycin;Erythromycin;Lincomycin;Pristinamycin_IA;Quinupristin;Virginiamycin_S	erm(F)
SRR21621039	/home/user/ww_amr_batch/contigs/SRR21621039.contigs.fa	k141_581396	599	2074	+	msr(E)_1	1-1476/1476	===============	0/0	100.00	100.00	resfinder	FR751518	msr(E)	Azithromycin;Erythromycin;Pristinamycin_IA;Quinupristin;Virginiamycin_S	msr(E)
SRR21621039	/home/user/ww_amr_batch/contigs/SRR21621039.contigs.fa	k141_581396	2130	3014	+	mph(E)_1	1-885/885	===============	0/0	100.00	100.00	resfinder	DQ839391	mph(E)	Erythromycin	mph(E)
SRR21621039	/home/user/ww_amr_batch/contigs/SRR21621039.contigs.fa	k141_6340	1	1472	-	tet(Q)_1	1-1472/1926	============...	0/0	76.43	99.86	resfinder	L33696	tet(Q)	Doxycycline;Minocycline;Tetracycline	tet(Q)
SRR21621039	/home/user/ww_amr_batch/contigs/SRR21621039.contigs.fa	k141_651377	1	780	-	aph(6)-Id_1	1-780/837	==============.	0/0	93.19	99.87	resfinder	M28829	aph(6)-Id	Streptomycin	aph(6)-Id
SRR21621040	/home/user/ww_amr_batch/contigs/SRR21621040.contigs.fa	k141_220601	6	811	-	mph(G)_1	28-833/885	===============	0/0	91.07	89.33	resfinder	AB571865	mph(G)	Erythromycin	mph(G)
SRR21621040	/home/user/ww_amr_batch/contigs/SRR21621040.contigs.fa	k141_283155	243	952	+	aph(6)-Id_1	1-710/837	=============..	0/0	84.83	100.00	resfinder	M28829	aph(6)-Id	Streptomycin	aph(6)-Id
SRR21621040	/home/user/ww_amr_batch/contigs/SRR21621040.contigs.fa	k141_304668	1	655	+	aadA11_2	43-697/792	==============.	0/0	82.70	98.17	resfinder	AJ567827	aadA11	Spectinomycin;Streptomycin	aadA11
SRR21621040	/home/user/ww_amr_batch/contigs/SRR21621040.contigs.fa	k141_310760	179	1402	+	mef(C)_1	1-1224/1224	===============	0/0	100.00	94.36	resfinder	AB571865	mef(C)	Erythromycin	mef(C)
SRR21621040	/home/user/ww_amr_batch/contigs/SRR21621040.contigs.fa	k141_401648	141	941	+	blaOXA-205_1	1-801/801	===============	0/0	100.00	100.00	resfinder	JF800667	blaOXA-205	Amoxicillin;Ampicillin;Piperacillin	blaOXA-205
SRR21621040	/home/user/ww_amr_batch/contigs/SRR21621040.contigs.fa	k141_436253	1	544	-	aph(3'')-Ib_2	2-545/804	===========....	0/0	67.66	100.00	resfinder	AF024602	aph(3'')-Ib	Streptomycin	aph(3'')-Ib
SRR21621040	/home/user/ww_amr_batch/contigs/SRR21621040.contigs.fa	k141_480763	1	487	+	erm(B)_1	252-738/738	.....==========	0/0	65.99	100.00	resfinder	JN899585	erm(B)	Clindamycin;Erythromycin;Lincomycin;Pristinamycin_IA;Quinupristin;Virginiamycin_S	erm(B)
SRR21621040	/home/user/ww_amr_batch/contigs/SRR21621040.contigs.fa	k141_512259	105	683	-	blaBEL-1_1	274-852/852	....===========	0/0	67.96	99.66	resfinder	DQ089809	blaBEL-1	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid	blaBEL-1
SRR21621040	/home/user/ww_amr_batch/contigs/SRR21621040.contigs.fa	k141_51420	219	1049	+	blaOXA-4_1	1-831/831	===============	0/0	100.00	100.00	resfinder	AY162283	blaOXA-4		blaOXA-4
SRR21621040	/home/user/ww_amr_batch/contigs/SRR21621040.contigs.fa	k141_525227	557	2032	+	msr(E)_1	1-1476/1476	===============	0/0	100.00	100.00	resfinder	FR751518	msr(E)	Azithromycin;Erythromycin;Pristinamycin_IA;Quinupristin;Virginiamycin_S	msr(E)
SRR21621040	/home/user/ww_amr_batch/contigs/SRR21621040.contigs.fa	k141_525227	2088	2972	+	mph(E)_1	1-885/885	===============	0/0	100.00	100.00	resfinder	DQ839391	mph(E)	Erythromycin	mph(E)
SRR21621040	/home/user/ww_amr_batch/contigs/SRR21621040.contigs.fa	k141_575462	27	866	+	aadA6_1	1-840/846	===============	0/0	99.29	99.41	resfinder	AF140629	aadA6	Spectinomycin;Streptomycin	aadA6
SRR21621040	/home/user/ww_amr_batch/contigs/SRR21621040.contigs.fa	k141_74551	1484	2224	-	blaIMP-5_1	1-741/741	===============	0/0	100.00	98.38	resfinder	AF290912	blaIMP-5	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Cefixime;Cefotaxime;Cefoxitin;Ceftazidime;Ertapenem;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam	blaIMP-5
SRR21621040	/home/user/ww_amr_batch/contigs/SRR21621040.contigs.fa	k141_74939	595	1395	+	blaOXA-10_1	1-801/801	===============	0/0	100.00	99.50	resfinder	J03427	blaOXA-10	Amoxicillin;Ampicillin;Aztreonam;Piperacillin;Piperacillin+Tazobactam	blaOXA-10
SRR21621040	/home/user/ww_amr_batch/contigs/SRR21621040.contigs.fa	k141_74939	1392	2203	+	ant(3'')-Ia_1	161-972/972	..=============	0/0	83.54	99.51	resfinder	X02340	ant(3'')-Ia	Streptomycin	ant(3'')-Ia
SRR21621040	/home/user/ww_amr_batch/contigs/SRR21621040.contigs.fa	k141_74939	2681	3547	+	sul1_5	1-867/867	===============	0/0	100.00	99.89	resfinder	EU780013	sul1	Sulfamethoxazole	sul1
SRR21621040	/home/user/ww_amr_batch/contigs/SRR21621040.contigs.fa	k141_96690	268	1008	-	blaIMP-33_1	1-741/741	===============	0/0	100.00	99.73	resfinder	JN848782	blaIMP-33	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Cefixime;Cefotaxime;Cefoxitin;Ceftazidime;Ertapenem;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam	blaIMP-33
SRR21621041	/home/user/ww_amr_batch/contigs/SRR21621041.contigs.fa	k141_161178	1	947	+	msr(E)_1	210-1156/1476	..==========...	0/0	64.16	100.00	resfinder	FR751518	msr(E)	Azithromycin;Erythromycin;Pristinamycin_IA;Quinupristin;Virginiamycin_S	msr(E)
SRR21621041	/home/user/ww_amr_batch/contigs/SRR21621041.contigs.fa	k141_171505	810	1582	-	blaOXA-20_2	27-800/801	========/======	1/1	96.50	85.14	resfinder	AF024602	blaOXA-20	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid	blaOXA-20
SRR21621043	/home/user/ww_amr_batch/contigs/SRR21621043.contigs.fa	k141_145352	1118	1984	-	sul1_5	1-867/867	===============	0/0	100.00	99.89	resfinder	EU780013	sul1	Sulfamethoxazole	sul1
SRR21621043	/home/user/ww_amr_batch/contigs/SRR21621043.contigs.fa	k141_24939	1	516	-	sul2_11	1-516/816	==========.....	0/0	63.24	100.00	resfinder	AY232670	sul2	Sulfamethoxazole	sul2
SRR21621043	/home/user/ww_amr_batch/contigs/SRR21621043.contigs.fa	k141_261632	1	585	-	mph(E)_1	1-585/885	==========.....	0/0	66.10	100.00	resfinder	DQ839391	mph(E)	Erythromycin	mph(E)
SRR21621043	/home/user/ww_amr_batch/contigs/SRR21621043.contigs.fa	k141_261632	641	1540	-	msr(E)_1	577-1476/1476	.....==========	0/0	60.98	100.00	resfinder	FR751518	msr(E)	Azithromycin;Erythromycin;Pristinamycin_IA;Quinupristin;Virginiamycin_S	msr(E)
SRR21621043	/home/user/ww_amr_batch/contigs/SRR21621043.contigs.fa	k141_78898	280	1052	+	blaOXA-20_2	27-800/801	========/======	1/1	96.50	85.14	resfinder	AF024602	blaOXA-20	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid	blaOXA-20
SRR21621045	/home/user/ww_amr_batch/contigs/SRR21621045.contigs.fa	k141_305265	665	1405	-	blaIMP-5_1	1-741/741	===============	0/0	100.00	98.11	resfinder	AF290912	blaIMP-5	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Cefixime;Cefotaxime;Cefoxitin;Ceftazidime;Ertapenem;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam	blaIMP-5
SRR21621045	/home/user/ww_amr_batch/contigs/SRR21621045.contigs.fa	k141_356196	675	1204	-	sul1_14	311-840/840	.....==========	0/0	63.10	100.00	resfinder	AJ517791	sul1	Sulfamethoxazole	sul1
SRR21621047	/home/user/ww_amr_batch/contigs/SRR21621047.contigs.fa	k141_103616	743	1543	-	blaOXA-256_1	1-801/801	===============	0/0	100.00	99.25	resfinder	HE616889	blaOXA-256		blaOXA-256
SRR21621047	/home/user/ww_amr_batch/contigs/SRR21621047.contigs.fa	k141_134626	241	1498	+	tet(O)_2	1-1258/1920	==========.....	0/0	65.52	99.28	resfinder	M20925	tet(O)	Doxycycline;Minocycline;Tetracycline	tet(O)
SRR21621047	/home/user/ww_amr_batch/contigs/SRR21621047.contigs.fa	k141_148997	806	1672	+	sul1_5	1-867/867	===============	0/0	100.00	99.89	resfinder	EU780013	sul1	Sulfamethoxazole	sul1
SRR21621047	/home/user/ww_amr_batch/contigs/SRR21621047.contigs.fa	k141_29467	1	508	-	blaOXA-2_1	172-679/828	...==========..	0/0	61.35	100.00	resfinder	DQ112222	blaOXA-2	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Ceftazidime;Piperacillin	blaOXA-2
SRR21621047	/home/user/ww_amr_batch/contigs/SRR21621047.contigs.fa	k141_326471	625	2100	+	msr(E)_1	1-1476/1476	===============	0/0	100.00	100.00	resfinder	FR751518	msr(E)	Azithromycin;Erythromycin;Pristinamycin_IA;Quinupristin;Virginiamycin_S	msr(E)
SRR21621047	/home/user/ww_amr_batch/contigs/SRR21621047.contigs.fa	k141_326471	2156	3040	+	mph(E)_1	1-885/885	===============	0/0	100.00	100.00	resfinder	DQ839391	mph(E)	Erythromycin	mph(E)
SRR21621047	/home/user/ww_amr_batch/contigs/SRR21621047.contigs.fa	k141_349484	703	1869	+	tet(X)_2	1-1167/1167	===============	0/0	100.00	99.91	resfinder	M37699	tet(X)	Doxycycline;Minocycline;Tetracycline;Tigecycline	tet(X)
SRR21621047	/home/user/ww_amr_batch/contigs/SRR21621047.contigs.fa	k141_349484	2082	2871	-	erm(F)_3	12-801/801	===============	0/0	98.63	99.87	resfinder	M17808	erm(F)	Clindamycin;Erythromycin;Lincomycin;Pristinamycin_IA;Quinupristin;Virginiamycin_S	erm(F)
SRR21621047	/home/user/ww_amr_batch/contigs/SRR21621047.contigs.fa	k141_395922	1221	3119	+	tet(Q)_1	1-1899/1926	===============	0/0	98.60	99.79	resfinder	L33696	tet(Q)	Doxycycline;Minocycline;Tetracycline	tet(Q)
SRR21621047	/home/user/ww_amr_batch/contigs/SRR21621047.contigs.fa	k141_423047	156	956	-	blaOXA-205_1	1-801/801	===============	0/0	100.00	99.13	resfinder	JF800667	blaOXA-205	Amoxicillin;Ampicillin;Piperacillin	blaOXA-205
SRR21621047	/home/user/ww_amr_batch/contigs/SRR21621047.contigs.fa	k141_49574	174	855	+	mph(G)_1	1-682/885	============...	0/0	77.06	95.31	resfinder	AB571865	mph(G)	Erythromycin	mph(G)
SRR21621047	/home/user/ww_amr_batch/contigs/SRR21621047.contigs.fa	k141_496498	1	560	+	aadA11_1	287-846/846	.....==========	0/0	66.19	100.00	resfinder	AY144590	aadA11	Spectinomycin;Streptomycin	aadA11
SRR21621047	/home/user/ww_amr_batch/contigs/SRR21621047.contigs.fa	k141_532446	89	688	+	aac(6')-Ib-cr_1	1-600/600	===============	0/0	100.00	99.50	resfinder	DQ303918	aac(6')-Ib-cr	Amikacin;Ciprofloxacin;Dibekacin;Fluoroquinolone;Netilmicin;Sisomicin;Tobramycin	aac(6')-Ib-cr
SRR21621047	/home/user/ww_amr_batch/contigs/SRR21621047.contigs.fa	k141_541935	1	752	+	tet(C)_3	440-1191/1191	.....==========	0/0	63.14	99.73	resfinder	AF055345	tet(C)	Doxycycline;Tetracycline	tet(C)
SRR21621047	/home/user/ww_amr_batch/contigs/SRR21621047.contigs.fa	k141_557175	215	977	+	erm(B)_18	1-762/762	========/======	1/1	100.00	99.34	resfinder	X66468	erm(B)	Clindamycin;Erythromycin;Lincomycin;Pristinamycin_IA;Quinupristin;Virginiamycin_S	erm(B)
SRR21621047	/home/user/ww_amr_batch/contigs/SRR21621047.contigs.fa	k141_574513	452	1282	-	blaOXA-4_1	1-831/831	===============	0/0	100.00	100.00	resfinder	AY162283	blaOXA-4		blaOXA-4
SRR21621047	/home/user/ww_amr_batch/contigs/SRR21621047.contigs.fa	k141_574513	1410	2100	-	aadA11_2	100-790/792	.==============	0/0	87.25	98.12	resfinder	AJ567827	aadA11	Spectinomycin;Streptomycin	aadA11
SRR21621047	/home/user/ww_amr_batch/contigs/SRR21621047.contigs.fa	k141_578555	1229	1885	+	qnrS2_1	1-657/657	===============	0/0	100.00	100.00	resfinder	DQ485530	qnrS2	Ciprofloxacin	qnrS2
SRR21621047	/home/user/ww_amr_batch/contigs/SRR21621047.contigs.fa	k141_57937	46	748	+	blaOXA-464_1	10-712/762	===============	0/0	92.26	81.22	resfinder	KU721146	blaOXA-464		blaOXA-464
SRR21621047	/home/user/ww_amr_batch/contigs/SRR21621047.contigs.fa	k141_592733	304	1140	-	aph(6)-Id_1	1-837/837	===============	0/0	100.00	99.88	resfinder	M28829	aph(6)-Id	Streptomycin	aph(6)-Id
SRR21621047	/home/user/ww_amr_batch/contigs/SRR21621047.contigs.fa	k141_592733	1140	1942	-	aph(3'')-Ib_2	2-804/804	===============	0/0	99.88	100.00	resfinder	AF024602	aph(3'')-Ib	Streptomycin	aph(3'')-Ib
SRR21621047	/home/user/ww_amr_batch/contigs/SRR21621047.contigs.fa	k141_82075	1	519	+	blaIMP-33_1	223-741/741	....===========	0/0	70.04	100.00	resfinder	JN848782	blaIMP-33	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Cefixime;Cefotaxime;Cefoxitin;Ceftazidime;Ertapenem;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam	blaIMP-33
SRR21621048	/home/user/ww_amr_batch/contigs/SRR21621048.contigs.fa	k141_150350	414	1190	-	blaOXA-372_1	1-774/774	========/======	1/3	100.00	85.71	resfinder	KJ746496	blaOXA-372	Amoxicillin;Ampicillin;Ertapenem;Imipenem;Meropenem;Temocillin	blaOXA-372
SRR21621048	/home/user/ww_amr_batch/contigs/SRR21621048.contigs.fa	k141_177216	1	416	-	qnrS2_1	1-416/657	==========.....	0/0	63.32	100.00	resfinder	DQ485530	qnrS2	Ciprofloxacin	qnrS2
SRR21621048	/home/user/ww_amr_batch/contigs/SRR21621048.contigs.fa	k141_178028	1	821	-	tet(X)_2	13-833/1167	===========....	0/0	70.35	100.00	resfinder	M37699	tet(X)	Doxycycline;Minocycline;Tetracycline;Tigecycline	tet(X)
SRR21621048	/home/user/ww_amr_batch/contigs/SRR21621048.contigs.fa	k141_246474	2706	3572	-	sul1_5	1-867/867	===============	0/0	100.00	99.89	resfinder	EU780013	sul1	Sulfamethoxazole	sul1
SRR21621048	/home/user/ww_amr_batch/contigs/SRR21621048.contigs.fa	k141_251296	268	942	-	blaIMP-33_1	67-741/741	.==============	0/0	91.09	99.85	resfinder	JN848782	blaIMP-33	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Cefixime;Cefotaxime;Cefoxitin;Ceftazidime;Ertapenem;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam	blaIMP-33
SRR21621048	/home/user/ww_amr_batch/contigs/SRR21621048.contigs.fa	k141_282035	2489	3241	-	blaOXA-464_1	10-762/762	===============	0/0	98.82	81.67	resfinder	KU721146	blaOXA-464		blaOXA-464
SRR21621048	/home/user/ww_amr_batch/contigs/SRR21621048.contigs.fa	k141_332103	1	640	-	blaBEL-1_1	17-656/852	============...	0/0	75.12	100.00	resfinder	DQ089809	blaBEL-1	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid	blaBEL-1
SRR21621048	/home/user/ww_amr_batch/contigs/SRR21621048.contigs.fa	k141_33908	1	568	+	aadA11_1	279-846/846	....===========	0/0	67.14	99.82	resfinder	AY144590	aadA11	Spectinomycin;Streptomycin	aadA11
SRR21621048	/home/user/ww_amr_batch/contigs/SRR21621048.contigs.fa	k141_34450	1	572	-	mph(G)_1	139-710/885	..===========..	0/0	64.63	88.81	resfinder	AB571865	mph(G)	Erythromycin	mph(G)
SRR21621048	/home/user/ww_amr_batch/contigs/SRR21621048.contigs.fa	k141_361915	2896	3726	+	blaOXA-4_1	1-831/831	===============	0/0	100.00	100.00	resfinder	AY162283	blaOXA-4		blaOXA-4
SRR21621048	/home/user/ww_amr_batch/contigs/SRR21621048.contigs.fa	k141_375765	2802	4587	+	tet(Q)_1	1-1786/1926	==============.	0/0	92.73	97.42	resfinder	L33696	tet(Q)	Doxycycline;Minocycline;Tetracycline	tet(Q)
SRR21621048	/home/user/ww_amr_batch/contigs/SRR21621048.contigs.fa	k141_388547	87	887	+	erm(F)_3	1-801/801	===============	0/0	100.00	99.88	resfinder	M17808	erm(F)	Clindamycin;Erythromycin;Lincomycin;Pristinamycin_IA;Quinupristin;Virginiamycin_S	erm(F)
SRR21621048	/home/user/ww_amr_batch/contigs/SRR21621048.contigs.fa	k141_400154	2674	3414	+	blaIMP-5_1	1-741/741	===============	0/0	100.00	98.38	resfinder	AF290912	blaIMP-5	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Cefixime;Cefotaxime;Cefoxitin;Ceftazidime;Ertapenem;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam	blaIMP-5
SRR21621048	/home/user/ww_amr_batch/contigs/SRR21621048.contigs.fa	k141_43515	1	1114	+	tet(39)_1	9-1122/1122	===============	0/0	99.29	100.00	resfinder	KT346360	tet(39)	Doxycycline;Tetracycline;Tigecycline	tet(39)
SRR21621048	/home/user/ww_amr_batch/contigs/SRR21621048.contigs.fa	k141_508117	250	1061	-	ant(3'')-Ia_1	161-972/972	..=============	0/0	83.54	99.63	resfinder	X02340	ant(3'')-Ia	Streptomycin	ant(3'')-Ia
SRR21621048	/home/user/ww_amr_batch/contigs/SRR21621048.contigs.fa	k141_508117	1058	1858	-	blaOXA-101_1	1-801/801	===============	0/0	100.00	98.88	resfinder	AM412777	blaOXA-101	Amoxicillin;Ampicillin	blaOXA-101
SRR21621048	/home/user/ww_amr_batch/contigs/SRR21621048.contigs.fa	k141_525968	2818	3620	+	aph(3'')-Ib_2	2-804/804	===============	0/0	99.88	100.00	resfinder	AF024602	aph(3'')-Ib	Streptomycin	aph(3'')-Ib
SRR21621048	/home/user/ww_amr_batch/contigs/SRR21621048.contigs.fa	k141_525968	3620	4182	+	aph(6)-Id_1	1-563/837	===========....	0/0	67.26	100.00	resfinder	M28829	aph(6)-Id	Streptomycin	aph(6)-Id
SRR21621048	/home/user/ww_amr_batch/contigs/SRR21621048.contigs.fa	k141_5416	423	1388	-	cfxA3_1	1-966/966	===============	0/0	100.00	99.79	resfinder	AF472622	cfxA3	Ampicillin	cfxA3
SRR21621048	/home/user/ww_amr_batch/contigs/SRR21621048.contigs.fa	k141_542750	1717	3192	+	msr(E)_1	1-1476/1476	===============	0/0	100.00	100.00	resfinder	FR751518	msr(E)	Azithromycin;Erythromycin;Pristinamycin_IA;Quinupristin;Virginiamycin_S	msr(E)
SRR21621048	/home/user/ww_amr_batch/contigs/SRR21621048.contigs.fa	k141_542750	3248	4132	+	mph(E)_1	1-885/885	===============	0/0	100.00	100.00	resfinder	DQ839391	mph(E)	Erythromycin	mph(E)
SRR21621048	/home/user/ww_amr_batch/contigs/SRR21621048.contigs.fa	k141_547272	115	677	+	blaOXA-205_1	1-563/801	===========....	0/0	70.29	100.00	resfinder	JF800667	blaOXA-205	Amoxicillin;Ampicillin;Piperacillin	blaOXA-205
SRR27639468	/home/user/ww_amr_batch/contigs/SRR27639468.contigs.fa	k141_16390	1512	2987	+	msr(E)_1	1-1476/1476	===============	0/0	100.00	100.00	resfinder	FR751518	msr(E)	Azithromycin;Erythromycin;Pristinamycin_IA;Quinupristin;Virginiamycin_S	msr(E)
SRR27639468	/home/user/ww_amr_batch/contigs/SRR27639468.contigs.fa	k141_16390	3043	3927	+	mph(E)_1	1-885/885	===============	0/0	100.00	100.00	resfinder	DQ839391	mph(E)	Erythromycin	mph(E)
SRR27639468	/home/user/ww_amr_batch/contigs/SRR27639468.contigs.fa	k141_44150	1	727	+	sul1_15	114-840/840	..=============	0/0	86.55	100.00	resfinder	EF667294	sul1	Sulfamethoxazole	sul1
SRR27639469	/home/user/ww_amr_batch/contigs/SRR27639469.contigs.fa	k141_149005	1	710	+	blaOXA-58_1	134-843/843	..=============	0/0	84.22	100.00	resfinder	AY665723	blaOXA-58	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Imipenem;Meropenem	blaOXA-58
SRR27639469	/home/user/ww_amr_batch/contigs/SRR27639469.contigs.fa	k141_168079	1	537	+	aadA8b_1	71-607/792	.===========...	0/0	67.80	96.83	resfinder	AY139603	aadA8b	Spectinomycin;Streptomycin	aadA8b
SRR27639469	/home/user/ww_amr_batch/contigs/SRR27639469.contigs.fa	k141_194623	154	788	+	aph(3'')-Ib_2	2-636/804	============...	0/0	78.98	100.00	resfinder	AF024602	aph(3'')-Ib	Streptomycin	aph(3'')-Ib
SRR27639469	/home/user/ww_amr_batch/contigs/SRR27639469.contigs.fa	k141_201970	794	1981	+	tet(39)_2	1-1188/1188	===============	0/0	100.00	99.92	resfinder	CP044518	tet(39)	Doxycycline;Tetracycline;Tigecycline	tet(39)
